StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-08-30 18:44:26,2021-08-30 18:49:34,IP Address,174.198.69.181,100,307,True,2021-08-30 18:49:34,R_323DfGWWjABkRq6,,,,,41.285400390625,-96.1493988037109375,anonymous,EN,Yes,More than 10 years,Oakland,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Excellent,Yes,No,Not enough of the right home styles,,Single family home,Slightly important,Important,Important,Not at all important,Slightly important,Slightly important,Extremely important,Not at all important,Extremely important,,,,No,3,5,2,1,4,6,,,Male,41-55,3,0,White or Caucasian,"$60,000-$79,999"
2021-08-30 19:09:22,2021-08-30 19:17:21,IP Address,38.121.121.22,100,479,True,2021-08-30 19:17:21,R_8k00x5Wxw9Jbg5z,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in down-sizing,"Less than $100,000",Retired,Own,,Single family home,,Less than $300,Good,Yes,No,Not enough affordable housing,,"Condo,Single family home,Independent Living Complex",Very important,Very important,Not at all important,Very important,Not at all important,Not at all important,Extremely important,Very important,Slightly important,,,"Restaurants ",No,5,4,3,1,2,6,,,Male,56-70,2,0,White or Caucasian,"$40,000-$59,999"
2021-08-30 19:33:51,2021-08-30 19:39:24,IP Address,69.80.122.132,100,332,True,2021-08-30 19:39:25,R_xzO1zEXqebzsnjb,,,,,41.014495849609375,-95.500396728515625,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough of the right home styles,,Single family home,Very important,Extremely important,Slightly important,Extremely important,Slightly important,Extremely important,Extremely important,Slightly important,Extremely important,,,"Library, grocery store, park",No,2,3,5,1,4,6,,Communication; engagement,Male,41-55,2,3,White or Caucasian,"$150,000-$199,999"
2021-08-30 19:45:59,2021-08-30 19:52:29,IP Address,38.121.112.24,100,390,True,2021-08-30 19:52:30,R_1QLVXg7QfB1owdg,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"Less than $100,000",Retired,Rent,,Apartment,,$500-$699,Excellent,No,Yes,Not enough affordable housing,,Apartment,Extremely important,Extremely important,Important,Important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,,,"Restaurant, grocery, school
",No,1,2,3,4,5,6,,,Female,71+,1,0,White or Caucasian,"$19,999 or less"
2021-08-30 19:52:19,2021-08-30 19:56:46,IP Address,207.199.255.15,100,267,True,2021-08-30 19:56:47,R_33jUaayiy1OxvEn,,,,,41.7953948974609375,-95.419403076171875,anonymous,EN,Yes,More than 10 years,Avoca,,,,Not interested in a different home,,No,Own,,Single family home,,"$1,500-1,999",Fair,Yes,Yes,Employment opportunities,,Single family home,Not at all important,Not at all important,Important,Important,Very important,Extremely important,Important,Not at all important,Extremely important,,,,No,5,3,2,4,1,6,,,Female,41-55,3,0,White or Caucasian,"$100,000-$149,999"
2021-08-30 19:48:41,2021-08-30 19:57:07,IP Address,69.80.126.251,100,505,True,2021-08-30 19:57:07,R_OeXh8vK6R1vqxYB,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in up-sizing,"$175,000-$250,000",No,Own,,Single family home,,"$900-$1,199",Excellent,No,Yes,Not enough quality housing,,"Condo,Single family home,Assisted Living Complex",Slightly important,Slightly important,Important,Important,Not at all important,Important,Extremely important,Slightly important,Very important,Slightly important,,"As many amenities as possible ",No,5,3,2,4,1,6,,"Put in proper infrastructure.
Amp up higher end job availability ",Female,41-55,2,1,White or Caucasian,"$150,000-$199,999"
2021-08-30 19:48:42,2021-08-30 20:01:06,IP Address,174.198.76.132,100,743,True,2021-08-30 20:01:06,R_31GbM1JINv9ZG3U,,,,,41.6244049072265625,-93.669403076171875,anonymous,EN,Yes,More than 10 years,Unincorporated East Pottawattamie County,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,"Townhome,Condo,Apartment,Single family home",Not at all important,Not at all important,Slightly important,Important,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,,,None,No,5,4,3,1,6,2,Add apartments for newly graduated/college/young couples,"Build more housing. Current homes sell quickly. Provide options for new buyers/renters (apartments for younger people, better rentals or starter homes that are affordable (i.e. under $200,000).",Female,26 - 40,2,2,White or Caucasian,"$60,000-$79,999"
2021-08-30 19:49:01,2021-08-30 20:03:53,IP Address,173.215.87.115,100,892,True,2021-08-30 20:03:54,R_AM30RmLVfECiJrz,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,Less than $300,Excellent,Yes,Yes,Not enough quality housing,,Condo,Extremely important,Extremely important,Slightly important,Very important,Not at all important,Extremely important,Extremely important,Important,Extremely important,,,"Parks, Library, grocery store, doctor, drug store, gas station",Yes,5,4,1,3,2,6,,"Keep getting rid of old buildings to improve our town. Encourage people to clean up their yards and paint their houses. ",Female,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2021-08-30 19:58:31,2021-08-30 20:06:06,IP Address,69.63.31.91,100,454,True,2021-08-30 20:06:07,R_1LIFJU6q0nOBKPS,,,,,41.53680419921875,-95.4459991455078125,anonymous,EN,Yes,More than 10 years,Avoca,,,,Would be interested in down-sizing,"$100,000-$175,000",Yes,Own,,Single family home,,$500-$699,Good,No,Yes,Not enough affordable housing,,Single family home,Important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,,,"Restaurant park  ",No,,,,,,,,,Male,41-55,4,0,White or Caucasian,"$20,000-$39,999"
2021-08-30 20:04:21,2021-08-30 20:08:00,IP Address,38.121.112.24,100,218,True,2021-08-30 20:08:00,R_24o3aRvRPTwlaqb,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,1-5 years,Carson,,,,"Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",No,Own,,Single family home,,"$1,500-1,999",Fair,Yes,Yes,Not enough quality housing,,Single family home,Extremely important,Extremely important,Important,Very important,Very important,Important,Extremely important,Not at all important,Important,,,,No,1,2,3,4,5,6,Employment,,,,2,,,"$80,000-$99,999"
2021-08-30 16:23:17,2021-08-30 20:29:05,IP Address,207.199.214.102,100,14748,True,2021-08-30 20:29:05,R_1rAipQwgpF6PICo,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,Less than 1 year,Carson,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$900-$1,199",Excellent,No,Yes,Other,,,Slightly important,Important,Important,Extremely important,Very important,Very important,Extremely important,Not at all important,Important,Not at all important,,"Restaurants, outdoor activities ",No,4,1,2,5,3,6,,,Male,26 - 40,2,2,White or Caucasian,"$60,000-$79,999"
2021-08-30 20:36:34,2021-08-30 20:44:22,IP Address,207.199.214.111,100,468,True,2021-08-30 20:44:23,R_1EifTscnl5gy7er,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,6-10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough affordable housing,,"Townhome,Condo,Apartment",Very important,Very important,Slightly important,Important,Not at all important,Very important,Very important,Slightly important,Very important,Not at all important,,"Restaurants, grocery store,",No,3,2,1,4,5,6,,,Female,41-55,1,2,I identify with 2 or more groups,"$100,000-$149,999"
2021-08-30 20:59:26,2021-08-30 21:05:03,IP Address,207.199.214.5,100,337,True,2021-08-30 21:05:03,R_XSoyNK3eAkOh0KR,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Would be interested in a new construction single-family home,"Less than $100,000",Yes,Rent,,Apartment,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,"Townhome,Single family home",Extremely important,Extremely important,Slightly important,Slightly important,Important,Important,Extremely important,Extremely important,Extremely important,Important,,,No,4,1,5,3,2,6,,,Female,26 - 40,2,1,White or Caucasian,"$20,000-$39,999"
2021-08-30 21:43:24,2021-08-30 21:49:35,IP Address,174.198.74.210,100,371,True,2021-08-30 21:49:36,R_pLzhdPI1Jxm5KN3,,,,,41.24420166015625,-95.95989990234375,anonymous,EN,No,,,I own a home elsewhere,,Better quality housing options,,"$175,000-$250,000",,,,,,,,,,Not enough quality housing,,Single family home,Not at all important,Not at all important,Important,Important,Very important,Very important,Extremely important,Not at all important,Extremely important,Not at all important,,"Clean parks, nice restaurants, responsible and respectable people. ",No,5,1,3,2,4,6,,,Male,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-08-31 05:19:48,2021-08-31 05:24:43,IP Address,207.199.214.77,100,295,True,2021-08-31 05:24:43,R_bOQZ18K4MmlvYwF,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,"Would be interested in down-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",Yes,Own,,Single family home,,Less than $300,Excellent,Yes,Yes,Not enough quality housing,,Single family home,Very important,Very important,Slightly important,Important,Not at all important,Slightly important,Very important,Very important,Very important,,,,No,5,2,1,3,4,6,,,Female,41-55,1,0,White or Caucasian,"$150,000-$199,999"
2021-08-31 07:32:20,2021-08-31 07:39:06,IP Address,67.55.190.38,100,405,True,2021-08-31 07:39:07,R_TbVNX3fKyYZTY1H,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,6-10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,Single family home,Slightly important,Slightly important,Slightly important,Slightly important,Not at all important,Very important,Very important,Slightly important,Very important,,Required maintenance/upkeep,"I like living walking distance to a park, library, grocery store, and schools, if possible. ",Yes,2,1,5,3,4,6,,,Female,41-55,2,5 or more children,White or Caucasian,"$100,000-$149,999"
2021-08-31 08:13:59,2021-08-31 08:21:08,IP Address,207.199.214.157,100,428,True,2021-08-31 08:21:08,R_21oikrZFIkgqZuG,,,,,41.237701416015625,-95.42569732666015625,anonymous,EN,Yes,More than 10 years,Carson,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,$300-$499,Excellent,Yes,Yes,Employment opportunities,,Assisted Living Complex,Important,Important,Important,Extremely important,Slightly important,Very important,Very important,Important,Extremely important,,,"Restaurant. Dental care. Health care
Movies. Country Store ",No,5,4,1,3,2,6,,"Street repairs. Most streets in Carson are in need of major repair
Improved street  signage 
More businesses for increased employment opportunities ",Female,56-70,2,0,White or Caucasian,
2021-08-31 08:20:53,2021-08-31 08:33:20,IP Address,174.243.83.54,100,747,True,2021-08-31 08:33:21,R_DCaho0WmL06soQV,,,,,41.234100341796875,-96.16899871826171875,anonymous,EN,Yes,More than 10 years,Oakland,,,,Would be interested in an existing single-family home,"$100,000-$175,000",Retired,Rent,,Single family home,,Less than $300,Good,No,No,Not enough of the right home styles,,Single family home,Very important,Very important,Slightly important,Slightly important,Not at all important,Not at all important,Important,Important,Important,,,all above,No,3,2,4,1,5,6,,unknown,Male,71+,2,0,White or Caucasian,"$20,000-$39,999"
2021-08-31 10:09:16,2021-08-31 10:15:17,IP Address,174.198.71.245,100,361,True,2021-08-31 10:15:17,R_10OvwuNJdHPhXug,,,,,41.232696533203125,-96.113800048828125,anonymous,EN,Yes,More than 10 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,Yes,Not enough affordable housing,,"Duplex,Townhome,Apartment,Single family home",Extremely important,Extremely important,Important,Not at all important,Slightly important,Not at all important,Extremely important,Slightly important,Extremely important,,,Parks dog park fenced yards,Yes,1,5,2,4,3,6,,More rental units. Better internet options,Female,41-55,2,0,White or Caucasian,"$60,000-$79,999"
2021-08-31 12:13:37,2021-08-31 12:21:26,IP Address,174.198.82.147,100,468,True,2021-08-31 12:21:26,R_12SHxkvazlnQUbN,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,Avoca,,,,Not interested in a different home,"$250,000-$325,000",No,Own,,Single family home,,Less than $300,Excellent,No,No,Not enough of the right home styles,,Single family home,Slightly important,Slightly important,Slightly important,Slightly important,Very important,Extremely important,Slightly important,Slightly important,Slightly important,,,"Post office, gas station, school, grocery store ",No,2,3,4,1,5,6,,"Have a contractor willing and able to build reasonably priced spec homes. ",Female,26 - 40,2,3,White or Caucasian,"$200,000 or more"
2021-08-31 12:31:23,2021-08-31 12:37:07,IP Address,69.80.126.244,100,344,True,2021-08-31 12:37:07,R_tLil72K6052ejp7,,,,,41.311798095703125,-95.3834991455078125,anonymous,EN,Yes,1-5 years,Oakland,,,,Not interested in a different home,"$100,000-$175,000",No,Own,,Single family home,,"$1,500-1,999",Good,No,No,Not enough quality housing,,Single family home,Not at all important,Not at all important,Very important,Not at all important,Not at all important,Not at all important,Very important,Not at all important,Very important,Not at all important,,Parks,No,3,5,1,4,2,6,,"Have some restrictions so people don’t junk up their place and by doing so devaluing the neighbors around them. ",Female,26 - 40,3,2,White or Caucasian,"$80,000-$99,999"
