#Borrower_ID,Project_ID,Project_Check_Digit,Latitude,Longitude,State_County_FIPS_Code,Project_Name,Main_Address_Line1,Main_Address_Line2,Main_Address_Line3,City,State_Abbreviation,Zip_Code,Project_Size,Rental_Code,Labor_Housing_Type,Revitilization_Indicator,Tax_Status_Indicator,Date_Tax_Credit_Expires,Profit_Type_Code,Management_Name,Date_Of_Operation,Date_Restrictive_Clause_Expires,Total_1_Bedroom_Units,Total_2_Bedroom_Units,Total_3_Bedroom_Units,Total_4_Bedroom_Units,Total_5_Bedroom_Units,Total_6_Bedroom_Units,Total_Handicapped_Units,Vacant_Units,Rental_Assistance_Units
007906617,03,7,38.531097,-89.096101,17121,CENTRALIA MEADOWS,104 FAIRWAY DR,,,CENTRALIA,IL,62801,24,FA,0,,Y,9/12/2023,2,MACO MANAGEMENT CO INC,4/21/1977,9/12/2020,12,12,0,0,0,0,2,1,23
007937623,02,2,43.979462,-83.91922,26011,MILL CREEK APTS C/O GLD MGMT,423 MILL ST,,,STANDISH,MI,48658,24,FA,0,,Y,6/29/2031,2,GLD MANAGEMENT COMPANY,5/22/1979,6/29/2045,12,12,0,0,0,0,0,1,0
008025443,01,6,45.24075,-68.657759,23019,SUNRISE POINT APTS,1 FRONT ST,,,HOWLAND,ME,4448,16,EL,0,,N,,3,GARY BUCK PROP MGMT,10/23/1974,12/30/2001,12,4,0,0,0,0,0,0,13
008292703,01,2,45.680492,-108.767454,30111,GREAT NORTHERN APARTMENTS,1018 GREAT NORTHERN RD,,,LAUREL,MT,59044,10,GH,0,,N,,3,RESIDENTIAL SUPPORT SERVICES INC,4/15/2013,4/15/2033,10,0,0,0,0,0,3,3,0
008328965,01,2,40.7454,-92.41085,19051,BLOOMFIELD COMM HSG PROJECT 01-2,402 E SOUTH ST,,,BLOOMFIELD,IA,52537,32,EL,0,,N,,3,RIGHT WAY MANAGEMENT SERVICES LL,3/19/1974,3/19/1974,24,8,0,0,0,0,0,5,28
008328965,02,4,40.749787,-92.416757,19051,BLOOMFIELD COMM HSG PROJECT 02-4,201 W WALNUT ST,,,BLOOMFIELD,IA,52537,24,EL,0,1,N,,3,RIGHT WAY MANAGEMENT SERVICES LL,9/10/1979,6/1/2041,24,0,0,0,0,0,1,1,19
008411890,01,7,39.64834,-86.838107,18133,CASTLEBURY APTS II 170 N. PERRY ROAD,1043 CASTLEBURY DRIV, , ,GREENCASTLE,IN,46135,24,FA,0,,N,,2,"SAMARITAN PROPERTY MANAGEMENT, I",6/22/1983,6/22/2033,16,8,0,0,0,0,0,0,13
008457563,02,2,38.480005,-90.736824,29219,LIBERTY GARDEN APARTMENTS INC,305 SOUTH ELM STREET, , ,WRIGHT CITY,MO,63390,20,EL,0,,N,,3,ASSOCIATED REALTY,10/15/1979,,20,0,0,0,0,0,0,0,5
008458420,01,0,47.783045,-96.588733,27119,GREENTREE SQUARE,1120 BARRETTE ST,,,CROOKSTON,MN,56716,18,FA,0,,N,,2,THIES & TALLE MANAGEMENT INC,10/27/1983,10/27/2003,6,12,0,0,0,0,0,0,9
008469504,05,4,38.16957,-86.995049,18147,"MEADOWS, TERRACE & HILLCREST",490 WEST MEDCALF, , ,DALE,IN,47523,64,EL,0,,N,,3,VALENTI HELD PROPERTY,12/15/1972,4/10/2005,42,22,0,0,0,0,0,3,39
008507082,01,2,30.402393,-92.206876,22001,CHURCHILL APTS,109 DARBONNE STREET,,,CHURCH POINT,LA,70525,32,EL,0,,Y,5/8/2043,2,CMS MANAGEMENT LLC,4/3/1991,5/8/2043,26,6,0,0,0,0,5,0,31
008535329,01,7,41.833768,-97.45505,31119,MADISON VILLAGE C/O VAKOC CONST CO,406 N. MAIN STREET, , ,MADISON,NE,68748,8,EL,0,,Y,12/31/2002,2,VAKOC CONSTRUCTION CO,5/1/1992,5/1/2042,8,0,0,0,0,0,0,2,8
008584877,01,8,39.169212,-90.790707,29113,BROOKVIEW APTS OF ELSBERRY,100 BROOKVIEW LN, , ,ELSBERRY,MO,63343,24,FA,0,,N,,2,BROOKVIEW MANAGEMENT INC,5/10/1985,1/31/2005,8,16,0,0,0,0,2,0,10
008722329,01,0,42.822261,-77.672608,36051,WESTVIEW HILLS,5 WILDBRIAR DR,,,LIVONIA,NY,14487,24,EL,0,,Y,1/19/2004,2,GVRPC,1/19/1989,1/19/2009,24,0,0,0,0,0,2,0,0
008760816,01,4,36.035679,-77.752548,37127,DREW HILLS APTS,3-A DREW HILLS COURT, , ,BATTLEBORO,NC,27809,44,FA,0,,Y,4/16/2031,2,PARTNERSHIP PROPERTY MANAGEMENT,12/13/1988,4/16/2044,16,28,0,0,0,0,2,4,43
008913182,01,5,43.973493,-92.068415,27169,WHITEWATER WAY APT,418 WABASHA AVE,442 & 466 WABASHA AVENUE WEST,,ST CHARLES,MN,55972,24,FA,0,,N,,2,BESSLER PROP MGMT,11/1/1989,2/10/2009,3,21,0,0,0,0,3,4,15
008934827,01,2,38.718525,-85.474665,18077,RAINBOW END APARTMENTS II,500 RAINBOW LN,,,HANOVER,IN,47243,16,FA,0,,N,,2,"STOUT, ALBERT D",8/4/1983,8/4/2003,4,12,0,0,0,0,0,0,11
008934827,02,2,38.718525,-85.474665,18077,RAINBOW END APARTMENTS I,500 RAINBOW LN,,,HANOVER,IN,47243,24,FA,0,,N,,2,"STOUT, ALBERT D",8/28/1981,8/28/2001,8,12,4,0,0,0,0,0,16
008980402,01,5,41.215354,-86.767454,18149,OAK MANOR NORTH JUDSON ASSOC,113 MARYLAND STREET,,,NORTH JUDSON,IN,46366,24,EL,0,,Y,12/31/2023,2,OLYNGER MANAGEMENT CORP.,11/23/1994,11/23/2044,24,0,0,0,0,0,0,0,20
008980588,02,8,43.06686,-76.467079,36067,OLD ERIE PLACE II C/O DIANE ROCK,20 BEAVER STRET, , ,JORDAN,NY,13080,24,FA,0,1,N,,2,ROCK PROPERTY MANAGEMENT COMPANY,4/30/1986,4/30/2006,12,12,0,0,0,0,2,1,7
009024317,02,2,42.215992,-76.496705,36107,SPENCER ELD HSG,42 LIBERTY ST,,,SPENCER,NY,14883,12,EL,0,,Y,12/31/1996,2,FRANDSEN MGMT LLC,4/1/1987,9/12/2006,12,0,0,0,0,0,1,0,0
009024317,03,4,42.233183,-76.349119,36107,CANDOR ELDERLY HSG,75 SPENCER RD,,,CANDOR,NY,13743,18,EL,0,,Y,12/31/1998,2,FRANDSEN MGMT LLC,5/16/1990,1/17/2040,18,0,0,0,0,0,1,1,0
009055274,01,2,41.906322,-91.253955,19031,PIONEER TERRACE,101 E KOHLHASE ST,601 CRESTVIEW DR,202 N JACKSON ST,MECHANICSVILLE,IA,52306,25,EL,0,,N,,3,RIGHT WAY MANAGEMENT SERVICES LL,7/7/1972,8/20/2029,17,8,0,0,0,0,2,1,22
009110683,01,0,26.75097,-81.438663,12051,POLLYWOG CREEK COMMONS II,137 JAYCEE-LIONS DRIVE,,,LABELLE,FL,33935,24,FA,2,,N,,3,EVERGLADES HOUSING GROUP,9/1/2011,11/25/2042,0,8,12,4,0,0,3,5,24
009110683,02,7,26.750925,-81.438663,12051,POLLYWOG CREEK COMMONS,137 JAYCEE-LIONS DRIVE,,,LABELLE,FL,33935,40,FA,2,,N,,3,EVERGLADES HOUSING GROUP,9/1/2011,11/25/2042,0,8,24,8,0,0,3,9,40
009250295,01,4,43.70038,-73.990461,36113,WHITE WATER MANOR,10 MANOR RD,,,NORTH CREEK,NY,12839,24,EL,0,,Y,12/31/2002,2,LEXINGTON MGMT,12/17/1991,12/17/2041,24,0,0,0,0,0,0,4,0
009258819,01,7,36.21928,-84.150719,47001,CREEKWOOD APTS,612 FOURTH STREET,,,LAKE CITY,TN,37769,44,EL,0,,Y,12/31/2038,2,EMERALD HOUSING MANAGEMENT LLC,11/7/1984,8/7/2038,40,4,0,0,0,0,3,2,42
009396837,01,5,44.376354,-83.805947,26069,HALE HOMESTEAD LIMITED DIVIDEND,201 W AINSLEY ST,,,HALE,MI,48739,24,FA,0,,N,,2,MILLENNIA HSG MGMT,12/13/1983,12/13/2003,3,15,6,0,0,0,1,3,0
009397400,02,2,40.784487,-82.742357,39077,LONDON TOWN APT,125 N PEARL STRET, , ,NEW LONDON,OH,44851,40,FA,0,,N,,2,MAJESTIC MANAGEMENT,4/10/1975,,20,20,0,0,0,0,0,7,25
009580195,01,1,35.459227,-78.163241,37101,DELLWOOD APARTMENTS,510 S PEARL ST,,,PRINCETON,NC,27569,16,FA,0,,N,,2,FORMOSA MANAGEMENT,10/17/1983,9/15/2040,6,10,0,0,0,0,0,0,15
009593763,01,3,36.773173,-89.375393,29133,EASTVIEW APTS,92 CONN STREET, , ,EAST PRAIRIE,MO,63841,16,FA,0,,Y,5/25/2014,2,MACO MANAGEMENT CO INC,11/3/1999,5/25/2029,0,12,4,0,0,0,2,1,16
009630738,02,2,32.185593,-82.678336,13309,APPLE VILLAGE,615 N 5TH ST,,,GLENWOOD,GA,30428,24,EL,0,,Y,7/25/2028,2,"CAHEC MANAGEMENT, INC",3/31/1986,7/25/2043,20,4,0,0,0,0,0,0,24
009634517,03,5,39.682534,-88.313913,17041,LINCOLN APTS.,277 LINCOLN AVE,,,ARCOLA,IL,61910,12,FA,0,,N,,2,TRUST 201 ATTN: JOHN G. CLARK,3/28/1984,9/1/2029,3,9,0,0,0,0,0,0,11
009813127,01,0,34.475882,-81.883172,45059,COLONY SQUARE APTS,201 ELIZABETH ST,,,CLINTON,SC,29325,32,FA,0,1,Y,9/25/2029,2,"CAHEC MANAGEMENT, INC",1/5/1990,9/25/2039,8,24,0,0,0,0,0,0,20
009877884,01,1,40.666558,-86.101104,18103,GREEN VALLEY APTS.,198 E 3RD ST,,,BUNKER HILL,IN,46914,24,FA,0,,N,,2,LANDMARK MANAGEMENT,8/26/1986,8/26/2036,8,16,0,0,0,0,1,11,10
010148584,01,9,42.049843,-97.860947,31003,WESTWOOD HOMES,700 S GILES CREEK LN,,,TILDEN,NE,68781,8,FA,0,,N,,3,JUDY WILCOX,1/18/1978,1/18/1998,8,0,0,0,0,0,0,0,0
010233963,01,2,39.848698,-95.532316,20013,MAPLE WINDS VILL I,403 IOWA STREET, , ,HIAWATHA,KS,664342584,12,FA,0,,N,,2,VAN BINSBERGEN & ASSOC,4/24/1986,4/24/2006,4,8,0,0,0,0,1,1,7
010268767,01,6,47.197002,-121.97756,53033,RAINIER GLEN,739 WATSON ST N,,,ENUMCLAW,WA,98022,42,FA,0,,Y,12/31/2047,2,AD-WEST REALTY SERVICES,12/29/1983,12/31/2037,8,28,6,0,0,0,0,4,31
010328409,01,5,36.084918,-93.732938,5087,TOWN BRANCH APTS LP,301 AMBER ST,,,HUNTSVILLE,AR,72740,25,EL,0,,Y,8/19/2035,2,PHILLIPS DEV CORP,4/8/1992,8/19/2035,25,0,0,0,0,0,3,1,20
010431799,04,7,40.327096,-80.902752,39067,GABLE ESTATES,301 LAHM DRIVE, , ,HOPEDALE,OH,43976,16,EL,0,1,N,,3,HARRISON MHA,4/21/1993,4/21/2043,16,0,0,0,0,0,0,1,12
010431799,03,5,40.263794,-80.982564,39067,DUNFEE COURT,775 EAST MARKET ST,,,CADIZ,OH,43907,12,EL,0,,N,,3,HARRISON MHA,1/30/1985,1/30/2005,12,0,0,0,0,0,0,0,9
010509819,01,0,36.494721,-90.068367,29069,PEACH TREE APTS,627 E JOHN ST,,,CAMPBELL,MO,63933,16,FA,0,,N,,2,MACO MANAGEMENT CO INC,9/28/1984,10/23/2004,16,0,0,0,0,0,1,0,16
010610348,01,0,31.971162,-91.659122,22041,FRANKLIN MANOR APTS,156 HICKORY CIRCLE,,,WISNER,LA,71378,32,FA,0,,N,,2,SUNQUEST PROPERTIES INC,4/16/1982,4/16/2032,8,12,12,0,0,0,5,1,0
010759760,02,2,42.214489,-89.484228,17177,VALLEY MEADOWS APTS,13 PRAIRIE ST,,,GERMAN VALLEY,IL,61039,12,FA,0,,N,,2,HAUN MANAGEMENT SYSTEMS,6/14/1979,6/14/2005,9,3,0,0,0,0,0,3,10
010764695,01,7,34.212496,-79.261448,45067,MEADOW PARK APTS,301 W DOGWOOD DR,,,MULLINS,SC,29574,56,FA,0,1,Y,12/14/2029,2,"CAHEC MANAGEMENT, INC",12/22/1982,12/14/2034,16,24,16,0,0,0,0,0,56
010765079,01,8,41.129025,-102.97721,31033,SIDNEY PROPERTIES,2429 11TH AVE,,,SIDNEY,NE,69162,23,FA,0,,N,,2,FAIRWAY MANAGEMENT INC,9/1/1987,9/1/2037,7,16,0,0,0,0,1,0,23
010775018,01,1,42.383728,-89.816311,17177,PEPPERMINT SQUARE,807 N BIRCH DR,,,LENA,IL,61048,10,EL,0,,N,,2,"SCHAIBLE, GARY L SCHAIBLE, SUSAN",9/6/1984,2/14/2026,8,2,0,0,0,0,0,1,9
010815334,01,2,38.537234,-81.861133,54079,HOMETOWN APARTMENTS,19 SCHOOL LN,,,RED HOUSE,WV,25168,18,FA,0,,N,,3,RLJ MANAGEMENT COMPANY INC,2/1/1989,,8,10,0,0,0,0,0,4,17
011013133,01,7,40.700568,-91.799263,19177,HAWKEYE MANOR,406 4TH ST,,,BONAPARTE,IA,52620,24,FA,0,,N,,3,LIBERTY REALTY,8/28/1975,1/1/2029,18,6,0,0,0,0,1,0,22
011092270,01,1,37.796018,-80.308937,54089,SUMMERS LANDING GREENBRIER TERRACE HEDRICK HOUSE,505 GREENBRIER TERRACE,,,TALCOTT,WV,24981,60,MX,0,,Y,12/23/2025,2,"ARBOR MANAGEMENT, LLC",7/6/1990,12/23/2030,20,38,2,0,0,0,3,0,56
011269590,01,3,42.66704,-84.177641,26065,KALAMINK CREEK APTS,392 WEST GRAND RIVER AVE,,,WEBBERVILLE,MI,48892,24,FA,0,,Y,12/31/2028,2,WATERMARK MANAGEMENT GROUP,12/8/1987,8/12/2043,16,8,0,0,0,0,0,0,24
011297965,01,0,40.618077,-80.556631,54029,ALICIA ARMS APARTMENTS,850 PLUTUS AVE,,,CHESTER,WV,26034,32,EL,0,,Y,12/31/2027,2,"ARBOR MANAGEMENT, LLC",10/21/1987,12/28/2030,32,0,0,0,0,0,3,3,22
011327122,01,8,40.507895,-95.032269,29147,CLEARMONT RH CORP,325 S SYCAMORE ST,,,CLEARMONT,MO,64431,12,FA,0,1,N,,3,CLEARMONT RURAL HOUSING CORPORAT,6/14/1978,,12,0,0,0,0,0,0,1,10
011362704,01,0,44.6356,-67.73395,23029,PLEASANT VIEW MANOR,PLEASANT VIEW CT,,,COLUMBIA FALLS,ME,4623,20,EL,0,,N,,2,FICKETT PROPERTY MGMT LLC,9/30/1974,2/1/2015,16,4,0,0,0,0,0,0,20
011362704,02,1,44.59615,-67.93272,23029,NARRAGUAGUS ESTATES,37 ESTATES RD,,,CHERRYFIELD,ME,4622,64,EL,0,,Y,11/1/1999,2,FICKETT PROPERTY MGMT LLC,12/1/1986,11/1/2016,48,16,0,0,0,0,3,0,64
011386962,02,2,42.801929,-76.112091,36067,THE MEADOWS APTS,1 VILLAGE VIEW ROAD, , ,TULLY,NY,13159,32,EL,0,,Y,12/31/2003,2,TWO PLUS FOUR MGMT,6/9/1994,6/9/2014,30,2,0,0,0,0,1,5,32
011483101,01,9,39.603088,-119.236627,32019,SIERRA RUN APT,219 LOIS LN,,,FERNLEY,NV,89408,21,FA,0,,N,,2,WESTSTATES PROP MGMT CO,3/21/1984,3/12/2027,9,12,0,0,0,0,0,1,11
011574610,01,0,43.102478,-84.695679,26037,MAPLEVIEW APTS C/O PK HSG & MGMT,378 POPLAR ST,,,MAPLE RAPIDS,MI,48853,24,FA,0,,Y,9/1/2016,2,PK HOUSING AND MANAGEMENT CO,11/29/2000,11/29/2020,8,12,4,0,0,0,0,1,19
011671517,02,2,37.407066,-93.845282,29057,GREENFIELD PROPERTIES,559 BROAD ST,,,GREENFIELD,MO,65661,20,FA,0,,Y,12/31/2022,2,MACO MANAGEMENT CO INC,10/26/1993,4/20/2043,16,4,0,0,0,0,1,0,17
011692337,02,1,41.09302,-89.852049,17175,SUNSHINE VILLAGE,801 E MAIN ST,,,TOULON,IL,614838087,24,EL,0,,N,,2,"JAKKS MANAGEMENT , INC",8/26/1980,8/13/2024,24,0,0,0,0,0,3,1,0
011753441,01,9,37.67151,-113.06,49021,MOUNTAIN VIEW SUITES II,334 SOUTH 100 EAST,,,CEDAR CITY,UT,84720,20,EL,0,,N,,2,CEDAR CITY HOUSING AUTHORITY,5/21/2013,8/27/2042,20,0,0,0,0,0,2,0,18
011996726,01,7,33.66317,-95.918777,48147,PINE RUN APARTMENTS,PINE RUN APARTMENTS,700 NORTH PINER STREET, ,HONEY GROVE,TX,75446,32,FA,0,,Y,5/27/2020,2,HAMILTON VALLEY MANAGEMENT,5/27/2004,1/1/2024,16,16,0,0,0,0,2,6,32
012028764,01,1,42.711233,-82.50929,26147,MARINER COVE APTS MTH MANAGEMENT,6650 KING RD,,,MARINE CITY,MI,48039,32,FA,0,,Y,10/1/2008,2,MTH MANAGEMENT,10/14/1993,10/14/2043,12,20,0,0,0,0,0,3,24
012046976,01,8,27.719198,-82.301277,12057,NEWMAUMA HOMES I,5701 BASSA ST,,,WIMAUMA,FL,33598,42,FA,0,,N,,2,"SOUTHLAND PROPERTY MANAGEMENT, I",2/21/1992,3/26/2027,8,20,12,2,0,0,0,7,0
012046976,03,1,27.719198,-82.301277,12057,NEWMAUMA HOMES III,5701 BASSA ST,,,WIMAUMA,FL,33598,21,FA,0,,N,,2,"SOUTHLAND PROPERTY MANAGEMENT, I",8/14/1995,8/14/2028,0,10,11,0,0,0,0,0,20
012046976,02,0,27.719198,-82.301277,12057,NEWMAUMA HOMES II,5701 BASSA ST,,,WIMAUMA,FL,33598,36,FA,0,,N,,2,"SOUTHLAND PROPERTY MANAGEMENT, I",4/3/1992,4/3/2025,0,28,8,0,0,0,2,3,35
012081554,01,8,33.339492,-79.306161,45043,PLANTATION APTS,185 MONTFORD DR, , ,GEORGETOWN,SC,29440,48,FA,0,1,Y,8/2/2030,2,"CAHEC MANAGEMENT, INC",4/13/1983,9/25/2039,8,24,16,0,0,0,3,3,28
012135920,01,9,36.62561,-88.32448,21035,FORREST VIEW APTS,1213 N 16TH ST,,,MURRAY,KY,42071,24,FA,0,,Y,12/31/2006,2,SOLLENBERGER PROPERTIES LLC,9/9/1991,9/9/2041,4,20,0,0,0,0,1,17,0
012201347,01,5,46.77001,-67.835133,23003,VILLAGE GREEN APT,36 ELM ST,,,FORT FAIRFIELD,ME,4742,10,EL,0,,Y,10/1/2006,2,C S MGMT INC,10/1/1996,10/1/2046,8,2,0,0,0,0,2,0,10
012244897,02,2,38.484202,-90.774737,29071,FLIER DRIVE ESTATES,130 FLIER DRIVE, , ,PACIFIC,MO,63069,18,FA,0,,Y,12/31/2029,2,MACO MANAGEMENT CO INC,11/2/1999,11/19/2029,2,16,0,0,0,0,1,1,14
012255788,01,1,43.167961,-73.044814,50003,HAINES MANOR EAST,110 HAINES MANOR RD,,,MANCHESTER CENTER,VT,5255,36,FA,0,1,N,,2,"THM, INC",4/11/1986,8/19/2016,18,18,0,0,0,0,4,2,28
012360691,01,2,45.30239,-93.80219,27171,RIDGEWAY APTS,330 W 6TH ST,,,MONTICELLO,MN,55362,44,FA,0,,N,,2,HORNIG COMPANIES,11/2/1988,11/2/2038,8,24,12,0,0,0,0,1,22
012382883,01,3,41.843752,-84.74669,26059,MEADOWLANDS APTS C/O MEDALLION MGMT,375 WARNER ST,,,READING,MI,49274,36,FA,0,,Y,12/28/2020,2,MEDALLION MANAGEMENT,4/14/1982,3/15/2040,12,24,0,0,0,0,0,3,35
012459108,01,5,45.50044,-94.666373,27145,SUNRISE APTS (ST MARTIN),117 MAIN STREET,,,ST MARTIN,MN,56376,14,FA,0,,N,,2,STEARNS COUNTY HRA,10/28/1981,,12,2,0,0,0,0,0,1,8
012492514,04,4,34.834234,-88.312982,28141,BURNSVILLE ELDERLY APARTMENTS LLC J & A MGMT. INC.,8 WASHINGTON STREET, , ,BURNSVILLE,MS,38833,12,EL,0,,N,,2,J & A MGMT,11/1/1981,,10,2,0,0,0,0,1,0,12
012522653,01,8,39.986277,-83.000361,39159,BROOKWOOD COMMONS,220 E GREENWOOD BLVD,,,MARYSVILLE,OH,43040,48,FA,0,1,Y,6/22/2038,2,FAIRFIELD HOMES INC,1/12/1983,6/22/2026,24,24,0,0,0,0,3,2,39
012671917,01,4,39.398087,-123.351013,6045,HOLLY HEIGHTS I&II,77 HOLLY STREET, , ,WILLITS,CA,95490,42,FA,0,,Y,3/16/2026,2,"FPI MANAGEMENT, INC",12/21/1984,3/16/2046,8,20,12,2,0,0,0,2,7
012735378,01,9,36.421703,-119.097372,6107,WOODLAKE MANOR APTS,200 E SIERRA AVE,,,WOODLAKE,CA,93286,44,EL,0,,Y,12/31/2063,2,AWI MANAGEMENT COMPANY,12/6/1989,2/13/2038,44,0,0,0,0,0,0,0,43
012924728,01,4,43.408725,-72.703956,50027,BLACK RIVER OVERLOOK C/O STEWART PROP MG,146 RUBLEE LN,,,LUDLOW,VT,5149,22,FA,0,,Y,4/1/2027,2,STEWART PROPERTY MANAGEMENT,1/14/2016,1/14/2046,6,7,9,0,0,0,2,2,1
013013232,01,3,45.42082,-117.279608,41063,MOUNTAIN CREST,607 SW 2ND ST,,,ENTERPRISE,OR,97828,45,FA,0,,N,,2,"VIRIDIAN MANAGEMENT, INC",12/31/1991,6/30/2024,11,34,0,0,0,0,0,1,45
013054898,01,4,40.788806,-74.691,34027,ROBERT E COLE APT CHESTER AREA SR HSG,1 COLE CT,,,CHESTER,NJ,7930,38,EL,0,,N,,3,"HILLCREST REALTY SERVICES, INC",4/27/1994,2/7/2042,38,0,0,0,0,0,0,1,38
013079395,01,6,39.22906,-91.006508,29163,PARKVIEW SENIOR APARTMENTS OF EOLIA,117 S MAIN ST, , ,EOLIA,MO,63344,8,EL,0,,Y,12/31/2024,2,PARKVIEW SENIOR APARTMENTS OF EO,4/1/1994,3/31/2044,8,0,0,0,0,0,1,1,8
013105132,02,8,34.898548,-77.232986,37103,LONGVIEW APARTMENTS,101 LONGVIEW DRIVE,,,MAYSVILLE,NC,28555,24,FA,0,,Y,5/4/2025,2,NORCO MANAGEMENT COMPANY,7/23/1990,5/4/2040,8,16,0,0,0,0,3,0,24
013107414,01,2,43.004217,-89.025044,55025,GREENVALE PARTNERS,555 W MADISON ST,,,CAMBRIDGE,WI,53523,24,EL,0,1,N,,2,WISCONSIN MGMT CO INC,7/18/1979,7/18/2029,24,0,0,0,0,0,0,2,23
013133043,01,4,37.963791,-86.105606,21163,BRANDENBURG APTS,447 FAIRWAY DR,,,BRANDENBURG,KY,40108,18,FA,0,1,Y,6/14/2040,2,LAUREL RUN MANAGEMENT COMPANY,12/11/1986,12/31/2011,12,6,0,0,0,0,0,0,12
013183168,01,8,32.876488,-111.734085,4017,KACHINA APARTMENTS,316 N AVENUE A, , ,CASA GRANDE,AZ,85122,96,EL,0,,Y,11/30/2042,2,"THE CBM GROUP, INC",12/12/1997,11/30/2042,96,0,0,0,0,0,0,5,43
013207687,02,3,38.365431,-98.817856,20009,CHERRY VILLAGE II,5926 EISENHOWER AVE,,,GREAT BEND,KS,67530,30,EL,0,,N,,2,MID AMERICA MGMT,1/15/1986,1/15/2006,30,0,0,0,0,0,0,5,7
013207687,01,6,38.365431,-98.817856,20009,CHERRY VILLAGE I,5926 EISENHOWER AVE,,,GREAT BEND,KS,67530,32,FA,0,,N,,2,MID AMERICA MGMT,8/29/1984,8/29/2004,16,16,0,0,0,0,0,4,8
013503117,02,9,45.627232,-84.484138,26031,NEWPORT VILLAGE C/O STRATFORD GROUP,1108 S HURON ST, , ,CHEBOYGAN,MI,49727,28,EL,0,,Y,12/31/2009,2,STRATFORD GROUP,2/22/1994,2/22/2014,24,4,0,0,0,0,0,2,19
013535506,01,5,45.23729,-68.661144,23019,WESTSIDE APTS,1 WEST SIDE LANE,,,HOWLAND,ME,4448,4,EL,0,,N,,2,GARY BUCK PROP MGMT,2/2/1979,,4,0,0,0,0,0,0,0,4
013697782,01,8,36.409057,-90.585524,5021,PINEWOOD I&II APTS.,806 W ELM ST,813 VINE STREET,,CORNING,AR,72422,29,EL,0,,Y,5/16/2046,2,MACO MANAGEMENT CO INC,5/8/1989,10/21/2035,28,1,0,0,0,0,2,4,25
013715587,01,4,44.114532,-69.120747,23013,FIELDCREST,175 RANKIN ST,,,ROCKLAND,ME,4841,30,FA,0,1,N,,2,PRESERVATION MGMT INC,1/1/1986,11/10/2017,8,22,0,0,0,0,2,1,19
013718728,02,1,45.002438,-72.662002,50011,MARK T ST PIERRE AMANDA ST PIERRE,542 PROVINCE ROAD, , ,RICHFORD,VT,5476,1,FA,1,,N,,1,ST PIERRE MARK T ST PIERRE AMAND,4/1/1997,,0,0,1,0,0,0,0,0,0
013718728,01,0,45.002762,-72.661504,50011,MARK T ST PIERRE AMANDA ST PIERRE,542 PROVINCE ST,,,RICHFORD,VT,5476,1,FA,1,,N,,1,ST PIERRE MARK T ST PIERRE AMAND,4/6/1994,,0,0,1,0,0,0,0,0,0
013718728,03,3,44.962524,-72.786827,50011,MARK T ST PIERRE AMANDA ST PIERRE,3469 WATER TOWER RD,,,ENOSBURG FALLS,VT,5450,1,FA,1,,N,,1,ST PIERRE MARK T ST PIERRE AMAND,4/20/2000,,0,0,1,0,0,0,0,0,0
013732291,01,6,42.796825,-70.853108,25009,NEWBURY VILLAGE,30 ROLFES LN,,,NEWBURY,MA,1951,48,EL,0,,N,,2,JOHN GUSCHOV,11/20/1996,11/20/2046,48,0,0,0,0,0,6,0,44
013947668,01,4,41.753595,-91.598397,19103,NORTH FRONT PARK APTS,705 N FRONT ST,755 N FRONT ST,,NORTH LIBERTY,IA,52317,24,FA,0,,Y,12/31/2026,2,KEYWAY MANAGEMENT COMPANY,6/1/1996,6/1/2046,0,16,8,0,0,0,2,2,22
014105147,01,1,45.444837,-93.999668,27141,CLEARVIEW APTS,7825 CHURCH ST,,,CLEAR LAKE,MN,55319,12,EL,0,,Y,12/31/2024,2,CEPCO INC,9/30/1994,,11,1,0,0,0,0,0,0,9
014261411,01,4,38.431008,-86.94148,18037,DUBOIS APARTMENTS,452 WEST 43RD STREET,,,JASPER,IN,47546,48,FA,0,,N,,2,JUSTUS PROPERTY MANAGEMENT,6/20/1985,6/20/2005,8,28,12,0,0,0,0,2,39
014265586,01,6,44.884272,-94.39734,27067,LARSON APARTMENTS,911 LAKEVIEW AVENUE SW, , ,LAKE LILLIAN,MN,56253,8,FA,0,,N,,2,VAN BINSBERGEN & ASSOC,1/9/1979,1/9/1999,1,7,0,0,0,0,0,1,6
014288100,01,6,36.118988,-96.360207,40037,MANNFORD SENIOR LP,301 FARROW DR,,,MANNFORD,OK,74044,28,EL,0,,Y,12/31/2052,2,"CHAMELEON DEVELOPMENT, INC",9/18/1990,12/20/2042,20,8,0,0,0,0,2,0,27
014296471,01,5,38.564558,-76.062873,24019,CRUSADER HSG PARTNE C/O SEVERN MGMT,316 CRUSADER ROAD,OFFICE # 104,,CAMBRIDGE,MD,21613,104,FA,0,,Y,8/28/2028,2,"SEVERN MGMT CO, LLC",8/28/2008,8/28/2038,72,32,0,0,0,0,6,4,93
014378351,03,7,37.879914,-94.01866,29039,ELDORADO SPRINGS HOUSING INC,408 N GRAND AVENUE, , ,ELDORADO SPRING,MO,64744,51,FA,0,,N,,3,BELL MANAGEMENT INC,2/25/1975,9/4/2023,51,0,0,0,0,0,0,1,25
